address,label
GÜLLÜK MAH Güllük mah. Adnan menderes cad .no21/A s ahil pide MİLAS,10284
Bağbaşı Mah. Vatan Blv. No:95 Pamukkale/Denizli Cevat akşit yurdu  BAĞBAŞI PAMUKKALE Denizli,455
SAYGI 2721 sokak no=17daire =1,5009
anafartalar mahallesi salkım sokak no 10 kat 4 daire 6  İzmir Ödemiş,2518
Aydın Efeler Mimar Sinan Mahallesi 2351. sokak uşaklı apartmanı kat 5 daire 9 09000 Aydın Türkiye,1550
Akarca mah 901 sokak no 32/A daire 2,8970
"Atatürk Cd., Sahil Yolu No:137 Torba Mahallesi",9924
Haydarpaşa caddesi no:6/A,1307
sındı mahallesi sındı küme evleri no 34 muğla Datça SINDI DATÇA Muğla,9031
Maltepe mh magosa sk no 16 kat 2 d 4,8572
Halkapinar Mah. sehitler cd 138-140/1  a blok  halkapınar / konak,5310
eskiçeşme mah eskiçeşme sok no:5 kat:2 b odrum/muğla,9785
Güzelçamlı Mah. Kurtuluş Cad. Göltur sitesi No: 2 iç kapı No: 21 Kuşadasi / Aydın GÜZELÇAMLI KUŞADASI Aydın,308
GÜNDOĞAN MAHALLESİ Farilya cad. Gundogan mah. Zen suites bi rinci etal c1    BODRUM MUĞLA Türkiye,10060
EGE MAH. 438 SOK. MODAKENT SİTESİ NO:12 J BLOK DAİRE:4,1691
83/4 Sokak Camiikebir Mahallesi Ismail Aygun Plaza Derya Blok Kat: 3 Daire No.: 11,2420
"Cumhuriyet Mh.,95.sokak no:8 instreet magazasi",8807
75. Yıl Mah. Vali Azizbey Cad. 33  kat:2 daire 5 75. YIL YUNUSEMRE Manisa YUNUSEMRE Manisa TR ,7794
ARAP HASAN MAH. GAZETECI HASAN TAHSIN CAD. NO 102 DAIRE 5 ÜZÜM APT KARABAGLAR IZMIR KARABAGLAR,4761
güzelyurt mahallesi 5777 sokak 22/a GÜZELYURT YUNUSEMRE Manisa,7783
Namık kemal mah 113 sok no .25 lotus apt manisa\ salihli 1,6584
491 sokak no:11 CUMHURİYET DİKİLİ İzmir,8556
Karaman mahallesi 1761/1 Sk. Apt. No.7 Kat.1 Daire No.2 Merkezefendi/Denizli Merkezefendi Denizli ,651
Gürpınar caddesi  no :87 üç kapı :1  Abalı manav  CUMHURİYET SEYDİKEMER Muğla,8928
Kemer mah .  Turgut Özal bulvarı no 60/3 efeler /Aydın ( ayko son köprü) ayko büfe. KEMER EFELER Aydın,1365
EFELER MAH  319 sok no 12 efeler mahallesi Yamur taneleri ana okulu İzmir  buca,4493
MURADİYE Mah. şehit prof.dr. İlhan varank yerleşkesi CELAL BAYAR ÜNİVERSİTESİ REKTÖRLÜĞÜ evrak kayıt birimi,8064
İsmet Paşa 133 sokak no:1/2 1 nolu bina 2. kat .,8066
9694sk.No 6/1 KARABAĞLAR İZMİR,3813
Profesör Doktor Zekeriya Aydın Sk. No 20 kat 3 daire 7 KURTULUŞ ALİAĞA İzmir,8268
Diğer Namık Kemal mah. Fevzipaşa cad. No:20 ÖZBAYIOĞLU YELKEN TİCARET Köprübaşı Manisa TR ,6575
Kültür mah. 1407 sokak No:1/1B Neslihan Canpolat Ayakkabı mağazası Alsancak Konak,5260
" İzmir Ekonomi Üniversitesi (İEÜ) 
Fevzi Çakmak, Sakarya Cd. No:156, 35330 Balçova/İzmir
 FEVZİ ÇAKMAK BALÇOVA İzmir",4135
CUMHURİYET Mah. Cumhuriyet/Salihleraltı mah. Kolej Sitesi 3. Sokak No:24 Dikili/İzmir ,8517
Atatürk Mah. Abalıoğlu Yağ Sanayi ve Ticaret A.Ş  10006/1 Sokak No 19AOSB ÇİĞLİ,6229
Mumcular mahallesi / atatürk caddesi / yıldırım evleri G blok 5 numara,9967
Sümer Mah. Sümer mahallesi 5.sokakno.30 Avcı kaporta,1118
Elif Yapıcı Apt. No 51-53 kapı no 10 kat 4,2673
EMIRBEYAZIT MAH. STADYUM SK. ÜLKÜTAS APARTMANI NO: 7 IÇ KAPI NO: 4 MENTESE,10215
Atatürk Mh. 216 sok. Bina No:4 Kat:1 Daire No:1 Buca/İzmir,3944
Bahariye mahallesi Şehit İbrahim Er Sokak Bina: 88 Kat: 2 Daire: 5 Karşıyaka - İZMİR,5968
Cumhuriyet mahallesi 1257 sokak no 25 kat 2,569
"yalı mah , 6323 SK , NO 12 , K 2 , D 2 ,Karşıyaka , izmir , Türkiye",5834
Saray mahallesi Tutluca yolu Sokak 20 c blok Sae 1 toki kat 3 daire 8,1309
8809/4 no 41 kat 4 daire 8 Güneşer apartman ,6986
İNCİLİPINAR İncilipınar mah. 1202 sok.no:47 Kat:4  İ NCİLİPINAR PAMUKKALE Denizli İNCİLİPINAR    Pamukkale DENIZLI Türkiye,548
Karaçulha mahallesi eşref börekçi caddesi 53. sokak no:1/1,8943
7532.sokak  43A daire no 9 Yagmur evleri sitesi,6718
Karamanlı Mah. Malazgirt Sokak Gül Apt. No:24 SOMA MANİSA  KARAMANLI SOMA Manisa,8703
Yeşilbağlar mahallesi 289/48 sokak no:51 a akbulut sitesi1 B blok daire 7 buca/İzmir Akbulut sitesi1 B blok daire 7,4557
BAHÇELİEVLER MAH İZMİR 35 TR TR35 370 sokak no 58 daire 8 karabağlar bahçelievler izmir,4803
2121sokak no:6/1  yengeç Restorant iskele  İSKELE URLA İzmir,3428
osmangazi mh 567 sk. no:8 tekin sitesi c blok D:2 OSMANGAZİ BAYRAKLI İzmir,6510
Orhaniye mahallesi 8 nolu sokak No 8/5 MENTEŞE 48,10227
Türkmen Mahallesi Emine Tümer Sokak No2 Lotus Wellness Türkmen Mahallesi Emine Tümer Sokak No2 Lotus Wellness,1675
Atatürk Mahallesi 202/12 Sokak Zeliha Fahriye Apartmanı No:17 Kat:3 Daire:20 İzmir/Buca,3973
Basın Sitesi Mh. Basınsitesi mah 149 sok sırma apartmanı numara:2  Daire:3 hatay KARABAĞLAR İZMİR,4701
Bitez yalısı amca cad. mare sitesi c/5 bodrum muğla,9639
340. Sk. Rukiye Hanım Apartmanı No:72 daire 2 ATATÜRK AKHİSAR Manisa,8387
29 Ekim mahallesi Atatürk caddesi no 69 a/b Yazıbaşı torbalı izmir,2477
Hacıbey mah kavaklıdere cad No 21 daire 5,3295
İnönü Mh. 677/19 sokak no:123/2128 inönü mahallesi buca/izmir  Otokent galericiler sitesi içi ertaş otomotiv BUCA İZMİR,3392
"Muğla, Bodrum, 4068 Sokak No:13/2 Turgutreis Mah",9560
Emirbeyazıt mah. Avcılar sok. Modern sitesi E blok kat 3 daire 7 EMİRBEYAZIT MENTEŞE Muğla,10200
325/1 sokak no:64 K:1 oda:8(şirinyer 16 asm ) EFELER BUCA İzmir,3664
202/14 sokak no. 12 d.3 atatürk mahallesi buca izmir Ev,4609
Müskebi Mah. Kopuz Cad.17/1 .,9832
Selvilitepe Mah. Barış Manço Sok. No 21 Kat 3 Turgutlu,6848
2034 Sokak Bergama 2 blok No:36 giriş Daire 4,5822
musalla mahallesi 1003 sokak bina 9 daire 1 Çeşme İzmir ,3069
"Tuzla Mah. Cahit Gündüz Caddesi Petek Apart No:30 D:3 , Fethiye",8878
"9313/1 sokak Tahsin Yazıcı mahallesi no:2 , kat 1 daire 4 panorama ap. Karabağlar izmir Panorama ap kat 1 daire 4",4363
619sok no5  Seyhan mah akıncılar buca,3892
6730 sokak no 63 daire 3 İnönü mahallesi karşıyaka izmir,7021
Uşak Özlem tatil sitesi 37219.sokak no:1 Ildırı Alaçatı İzmir ILDIR MAH,3550
Mevlana Mah. Mevlana mahallesi 1751/1 sokak  Adliye Lojmanları A1 blokNo:3 Bornova,5549
Ankara Asfaltı Cd. No:15 K:10 D:101 ÇINARLI KONAK İzmir,5681
6417/1. Sok. Coşkuntürk Apt. No: 9 D: 17,4651
Yeşillik Caddesi no 196 İZSU kanalizasyon dairesi başkanlığı (güvenliğe bırakılabilir) GENERAL ASIM GÜNDÜZ KARABAĞLAR İzmir,4430
KAZIMDİRİK MAHALLESİ Kazımdirik mah 301 sokak no.13 bornova i zmir    BORNOVA İZMIR Türkiye,5486
Küçükçiğli mah. 8755 sokak no:4 daire:2 Çiğli/İzmir KÜÇÜK ÇİĞLİ MAH,7183
EFELER MAH. 1535 SOK NO 4,82
erzene mah. 55 sk. no:16  kat.3 daire:5(son kat) ferah apt BORNOVA İZMİR ERZENE BORNOVA İzmir BORNOVA İzmir TR ,5772
1418. Sk. Emot Plus Hastanesi No:18-28,5119
Adatepe Mh. Adatepe mahallesi 1sokak no19/21 ünalbey apartmanı kat 4 daire 5 Buca İzmir  BUCA İZMİR,4006
Mustafa Kemal Atatürk mah. 9221 sok. No.6 daire.1 ulucak,6538
"Asmalıevler Mahallesi 6650 Sokak Numara 18
Daire 23
Saygın Sitesi, Daire No 23
20160 Denizli
Türkiye",575
306/2 sk. No:22 d:12 k:3 Şirinyer Buca İzmir EFELER BUCA İzmir,4013
AhmetçavuşHayıtlı mah Barış cad Saraykoylu apt A blok kat 4 no 9,10358
Mustafa mahallesi Marmara Sokak no 2 Turgutlu Manisa,7232
"Tersane Mh. Tersane, 1674/1. Sk. 1 B, 35600 Karşıyaka/İzmir, Türkiye No: 1 Daire: 4 Kat: 2 Karşıyaka/İzmir",5988
Alparslan Mah. Alparslan mah.Koçoğlu 1 cad.no:66/2 Ula/MUĞLA,9981
CAKMAK MAH 135 SK. NO:2 ARMAGAN APT. KAT:3 DAIRE:6 MERKEZEFENDI DENIZLI,974
4032 sokak no 17 daire 2 Yeşilova bornova İzmir YEŞİLOVA BORNOVA İzmir BORNOVA İzmir TR ,5522
682/9 No:18 /A GÖKSU BUCA İzmir,3656
Atatürk Mahallesi 1530 Sokak KuzeyşehirSitesi 25/2 C Blok Kat:4 D:20 Menemen İzmir Menemen İzmir TR ,7526
SEMIKLER MAH. SEMIKLER MAHALLESI OSMAN GAZI CADDESI NO 45 GÖLKENT KONUTLARI A BLOK KAT 2 DAIRE 9 MERKEZEFENDI,990
Emirbeyazıt Mh. bulvar sokak tuğçe apartmanı Bina No:6 Kat:2 Daire No:11 Menteşe/Muğla,10175
 Konacık Mah. Konacık mh yıldırım beyazıt cad. no:19/b 1 bodrum,9857
62-67 sk. Akkent Sitesi no:17-9 YALI ÇEŞME İzmir,3175
Organize sanayi bölgesi (KeçiliköyOSB)Sakarya caddesi no:4 Valf Sanayii AŞ. Yunusemre Manisa ,7557
"Selma Karaduman
Atatürk mahallesi eski denizli yolu
Kat/1 no/63
",1850
ORTAKENT MAH. Ecem Mimarlık Müskebi mahallesi cumhuriyet caddesi No:117/2 Bodrum/Muğla,9834
"Anadolu Caddesi No:19 İç kapı  no:64, İzka Line Binası 6. Kat ÇINARLI KONAK İzmir",5650
Deliktaş mahallesi 1974/1 sokak no:2 DELİKTAŞ PAMUKKALE Denizli,942
ATATÜRK PLASTİKOSB Mah. Menemen Plastik ihtisas osb 3.cadde no.5 (Kastaş İdari) Menemen İzmir ,7501
Cumhuriyet mah atatürk cad. no:146  daire:6 Salihli/Manisa CUMHURİYET SALİHLİ Manisa,6610
"CUMHURİYET MAH, GAZİ MUSTAFA KEMAL ATATÜRK BULVARI, 137/A BLOK NO 12 KAT 3 SERDAROGLU AP",26
ALTINTAŞ Mah. Altıntaş mah. 159. sokak no:22 gül apartmanı kat:1 daire:2 Luna Psikoloji Aydın/Nazilli,1826
Ege mahallesi Atatürk caddesi 4 sokak Osman yıldız apartmanı kat 2 daire 4,9158
Tersane mah. 1664 sk. No 29 k1 d2,6000
Akyarlar Mah Halil saygı sokak no: 63     Bodrum Muğl a Akyarlar Mah    Bodrum MUĞLA Türkiye,9504
Karakaklık Cd. Kapı 42 kat 2 KARAÇULHA FETHİYE Muğla,8987
790. Sk No: 26ba  GÖLCÜKLER MENDERES İzmir,2729
834 sokak no 11 a blok daire 4 eviz bir rezidans Kuşadası Kuşadası,1237
336 Sokak No:11/A Valirahmibey Mahallesi Winners Spor Salonu Şirinyer Buca İzmir Winners Gym,4517
Denizli Merkezefendi Karaman mahallesi 1721/4 sokak no:1 Dikmen apt. Daire:5,747
Orhaniye mahallesi ismet çatak caddesi 22-6 menteşe muğla Muğla il sağlık müdürlüğü,10226
Atatürk mh 7eylül cd Eker sk No.1 SMMM Hüseyin Çelik Bürosu Saruhanlı  ,8118
1663 SOKAK ARZUM APT. NO:23 DAIRE:7,5992
952 sokak no:1 kat:2 daire:2 Atatürk Mahallesi/Bornova İZMİR ATATÜRK MAH,6790
UMURBEY Mah. Umurbey mahallesi Mithatpaşa caddesi no/21 nokta reklam ( irfan eczanesi yanı ) ,2509
Muğla menteşe emirbeyazıt mahallesi vatan bilgisiyar Menteşe,10217
ANADOLU CADDESİ NO:886 KÜÇÜK ÇİĞLİ ÇİĞLİ-İZMİR,7197
İstiklal CD. No. 79 Devsu apt. Daire 22 istiklal caddesi tarım kredi kooperatifleri üstü,806
Bayır mah. M.ruşen özbek cad. No:1  SALİHPAŞALAR MENTEŞE Muğla,10292
Pınarkent Mahallesi Cumhuriyet Caddesi 78 Sokak No11 Daire 2 Pamukkale/Denizli,1133
322 SOKAK 24/1 KAT 4 DAIRE 7,8424
EFELER CANVET ATÇILIK VETERİNERLİK 305 Sokak No:11/B Buca İzmir - Koşu Fırın Karşısı,3901
"Turgutlar, hürriyet sokak no 27 kat 1 Turgutlu/Manisa",7125
Yenicami mah. Adnan kahveci cad. Comfort Evleri A blok daire:18     Söke Aydın,614
Aydınlıkevler mah.akkent sitesi 34.blok no 203 Milas Muğla,10368
Cevat şakir mah. Müjde Sok. No:6 Gümbet - BODRUM /MUĞLA BODRUM / MUĞLA,9768
ERZENE MAH 113/17 SOKAK Sareykent 4 blok no 2-11 Bornova izmir ,6536
9 Eylül mah. 8.cadde Kalmira evleri sitesi B3 Blok No:11/4 Daire:10 Kat:4 - ululent posta:35663,7373
Şemikler mah. 6221/9 sokak no :5 daire:4 Karşıyaka / İzmir ,6300
DOKUZ EYLÜL Sarnıç yolu üzeri no:23 KENMAK HASTANE M ALZEMELERİ A.Ş - GAZİEMİR DOKUZ EYLÜL GA ZİEMİR İzmir DOKUZ EYLÜL   Gaziemir İZMIR Türkiye,2983
3033. Sk. Numara9 Daire3 Kat3,3435
Adatepe mahallesi 62/9 Sokak Ataykent sitesi Duygu apartmanı no:10 daire :2 İzmir/BUCA,4594
İzmir Gaz Genel Müdürlüğü No:3 1561. sokak Çınarlı / Konak / İzmir,5320
KURTULUŞ MAHALLESI ÇELIKLI SOKAK DBLOK NO 11 KAPı NO 3 SOMA MANISA,8720
Merkez Mahallesi Poyraz 1021 Sokak No:17/1 Özler Kent Sitesi Yanı MERKEZ KARABURUN İzmir,8019
Dursun akçam bulvarı oğuzhan sitesi no 31 kat 2 daire 3 Aydın,1682
Yenicami Mah. Yenicami mahallesi Osman islekel sokak  Manolya apartmani no5/daire5 Soke/Aydin,499
147 SK NO 56  KAT 1 DAİRE 2 ( DEMİR SÜİT VİLLARİ YANI ),2465
Alaçatı Mahallesi 16124 sokak No:7/1 Çeşme İzmir,2873
"Atatürk, tarım sokak no.6 kat.1 Ödemiş/İzmir",2526
Guvendik Mah. 144 Sokak No:4/1 Urla,4042
CUMHURİYET BULVARI NO 99 KAT 8 DAİRE 20 ALSANCAK KONAK / İZMİR,5250
Turan mahallesi 368 sokak no 44 nazilli aydın 09800,1888
764 SOKAK NO 33 İNÖNÜ MAHALLESİ NO.: 1 KAT: 1 DAIRE: 1 BORNOVA İzmir TR ,6812
CAN AKSAY SIRAKAPILAR MAHALLESİ 1521 SOKAK NO:4 MERKEZEFENDİ DENİZLİ SIRAKAPILAR MERKEZEFENDİ Denizli,919
Deliktaş 2031sokak no 44 taksim4 daire 2,950
Ahmet cavus-hayitli mah.23 Nisan blv.no:176milas/Mugla  ozel estetik agiz ve dis sagligi poliklinigi,10231
"Gülbahçe 12075 sokak no 46
35433 urla/izmir 
Surfhouse oteli GÜLBAHÇE URLA İzmir",3181
1661 sokak no 26 ecrin DOĞANLAR BORNOVA İzmir,5411
İsmet Paşa Mh. Bademlik cad.No:3 Kat:2 MİLAS MUĞLA,10339
"448. Sk. Özsubaşı Life B Blok Kat:2 Daire:6
 CUMHURİYET İNCİRLİOVA Aydın",1530
351 sokak no 4 daire 5 YİĞİTLER BUCA İzmir,4474
1057 Sokak No 1 Daire 3,5050
GÜNALTAY MAHALLESİ Günaltay Mah. 4765 sok. No:48 K:2     KARABAĞLAR İZMIR Türkiye,3841
İzmir çesme 16 Eylül mahallesi gündoğdu apartman no 46 daire 2 16 eylül mah - Çeşme,3230
İzmir Yüksek Teknoloji Enstitüsü Kampüsü Yabancı diller Yüks ek okulu A bloğun altında CENT Lab. (Yan gın merdiveninin altında kalıy URLA / İZMİR,3020
"Beçin mah üniversite cad Akkuş apt NO:31 /18 milas muğla Akkus apartman
 Milas / Muğla",10298
Taşyaka mahallesi sanayi sitesi 253 sokak no 54,8839
Torbalı Mah Çetineller zeytinyağ fabrikası torbalı mh izmir aydın asfaltı üzeri no7/3 torbalı izmir,2173
Bostanlı Mah 6352. Sk Selin apt no 5/4 Karşıyaka/İzmir,5836
"SARIGERME MAHALLESİ Dönmezler cad. 2050 sok. No:2 
Sarıgerm     ORTACA MUĞLA Türkiye",9064
1185/1 sok no:2/2 gaziemir,2905
Basın Sitesi Mh. 215. Sk. Bina ve Daire No: No:49 Daire:5 Karabağlar/İzmir,4722
Selvili Mh. şehit pilot volkan koçyiğit bulvarı No:44 (selvili otoparkı gişesine teslim edilecek) KARABAĞLAR İZMİR,3630
Yeşilova Mh. ABDİ İPEKÇİ CAD. NO 192/A TUAL FOTOGRAFÇ ILIK ,5525
İnönü Mah inönü mahallesi 1005 sokak no:5 d:1 kat:1 bornova izmir,6808
BAYINDIR PTT,2441
mueadiye mh cumhuriyet cd 24\7 ,8030
Atça Mah. atÃ§a mahallesi 128 sokakno:31 kat:2 SULTANHÄ°SAR/AYDIN,1762
12699 sk no:91 azd KAZIMDİRİK BORNOVA İzmir,6126
Yedieylül Mah. yedi eylül mah. kurultay sokak no:91 öterler,7095
Kehribar caddesi  2283 sokak Emerald  sitesi B1 Blok daire.14  HİSAR DİDİM Aydın,119
 Yedi Eylül Mah. yedi eylül mahallesi seyhan sokak no 30 kat 1 turgutlu/manisa,7098
Metropolos Caddesi 5027 Sok. Aykent 1 Sit M Blk Kat 4 Daire. 18 İZMIR,2315
1775/6. Sk. NERGİZ KARŞIYAKA İzmir,5897
Kötekli mahallesi Marmaris yolu üzeri no:48,10114
Esentepe Mah. 8809/39 Sok. Açelya Apt. Dış Kapı No : 10 İç Kapı No : 10 MERKEZ ÇİĞLİ İZMİR ESENTEPE ÇİĞLİ İzmir,7279
Meriç Mahallesi 5745 Sokak No:2/1A Goldiva Familya/Motorcu Göçmen Bornova/İzmir,5156
BORNOVA İZMİR AMBARLAR YESİLCAM MAHALLESİ 2008 SOKAK NO 74,5583
Gazipaşa mahallesi 61/3 sokak No:15 Ferah Evler sitesi ( Beyaz Inşaat) B Blok Kat:3 Daire 11 Dikili/İZMİR Ferah evler sitesi,8478
BOZBURUN MAH. Bozburun mahallesi 7154 sokak no 19,1306
Cumhuriyet Mah. Havacılar Sitesi 4308. Sk. No:25 Dalyan Karşıyaka,3433
ÇEŞTEPE MAH  3436 sk no 8 daire 2   ,1204
Gülistan Cd. No 3 - bagua BAHÇELİEVLER MERKEZEFENDİ Denizli,730
Altıntaş mahallesi 365.sokak no:8 daire:4 Altınkaya apartmanı,4787
6410 SOK.NO:7 D:4 OK APARTMANI ,557
Dokuzeylül mh. 692 sk. No:14/A İmc binası  ,2978
Evka 3 Mh. 127/24 Sk. No:2 Kat:4 D:8 Gürışık Apt. Evka 3 Bornova/İzmir BORNOVA İZMİR,6171
TURUNÇ KÖYÜ MEHMET ALI ÇELIK CADDESI NO:Z4,9189
Arkas lojistik mistral binası kat :12 çına,5458
ATATURK MAH. 529.SOKAK GOLET80 EVLER B BLOK KAT.2 DAIRE.8,8326
"223 SOKAK NO:22 SEMERKANT DERGAH ALTI KULA MANİSA  İBRAHİM KÖSEOĞLU  Seyitali Mh., Manisa, Kula, 45170",7362
Anadolu caddesi Ege deniz askeri lojmanlar Kilimli No:162 daire 5 Bayraklı Turan/İzmir  Kilimli Apt,6002
Yenikale mahallesi Yenikale mah Baran sokak no 20 kat 5 daire 5 Narlıdere İzmir  Bina: 20 Kat: 5 Daire: 5 Narlıdere - İZMİR,4079
Ortaklar mah.kayahan şok.no.6.DAİRE 1.GERMENCİK/AYDIN  ORTAKLAR GERMENCİK Aydın,1758
Denizli/çivril Şampiyon Kokareç,2885
Ayfer Gök Cad. No.6 Seferihisar Doğan bey,2050
İzmir urla kalabak mahallesi neyzen Tevfik caddesi 3297.sokak alman okulu üstü kat2 (alesta karşısında Malkoç fırın yanı),3337
"Selçukbey mah. 650 sok. No:6 / 1 C, E-1 blok kat:9 daire:36",975
Yenice mah Kekliktepe cad Mesa 1 evleri no:89,3202
cūneyt bey mahallesi Saha sok no 18 Kat 3 daire 8 menderes izmir Cüneytbey mah - Menderes,2677
1405 sokak no 19 buharalı apartman kat 3 daire 14 bucakoop mahallasi buca izmir,3718
 - 3209 SK no.12 k.1 Çalıkuşu mh,4834
Yunusemre mah bursa cad no 73 Neslihan eczanesi,562
Emecik Mah. Aktur Tatil Sitesi no 527 Datça,9152
Şirintepe mahallesi dere caddesi no 6 kamil koç izmir/çiğli,6967
Piyaleoğlu caddesi no:221/A gökmen avm YILMAZLAR TURGUTLU Manisa,6850
Davutlar yolu pirireis sitesi no 3/4 kuşadası aydın  SOĞUCAK KUŞADASI Aydın,588
iskele mah. askeri hava lojmanlari d1 blok k:1,9070
CUMHURİYET Mah. 466SOKAK Bina No : 8.  DİKİLİ / İZMİR CUMHURİYET DİKİLİ İzmir,8556
Peker Mahallesi 1702 Sokak No:20 Daire:10,7874
242.Sk No:10/2,9328
ATATÜRK MAH. 74. SK. NO :4 ÖYÜŞ APARTMANI B BLOK KAT :4 DAİRE : 7   ATATÜRK ORTACA Muğla ORTACA Muğla TR ,9336
Muhittin erenler mah. 2104 sokak no 87 d3,6465
"Doğanbey Cumhuriyet Mahallesi 5151 Sokak Kapı No:2, Yıldız Market, Seferihisar, İzmir, Türkiye",2047
"29 ekim mahallesi, 7601.sokak no:4A şelale sitesi A blok kat:4 daire 19 ",7380
244 sk n3 k5 d10 bahar apt manavkuyu mh Bayraklı izmir,6058
42.Sokak 22/82 Kaleburnu lojmanlari Karamürsel bey apartmanı daire 8  ATATÜRK FOÇA İzmir,8039
BURGAZ MAHLESINAZMI AKDENIZ CAD NO 98,10374
Geriş mh. Devecisalih cd. 42. Sk. No:6  GERİŞ BODRUM Muğla,9938
Ergenekon mah Fatih cad no 66 kat2 daire 3 ERGENEKON TURGUTLU Manisa TURGUTLU Manisa TR ,6874
YENİKUM SAHİL SİTESİ NO17RA SAHİL PAZARI KARŞISI Kanal altı GÜZELÇAMLI KUŞADASI Aydın,298
Gazikent mah. 73/7 sk. noA186 Daire4 Gaziemir İzmir GAZİEMİR İzmir TR ,2979
Basin Sitesi Mah. 215 sokak no:24 daire:6 Basınsitesi mah,4719
Mansuroğlu mahallesi 273/2 sokak özkanlar 45 apartmanı no 3 daire 18 kat 6 bayraklı izmir,6485
"Günaltay mahallesi 4095 sokak No:155 kat:2 daire:5
Karabağlar izmir",3858
Yenikale Mah Halkbank narlıdere şubesi mithatpaşa cd no:120/A     Narlıdere İzmir Yenikale Ma h   Narlıdere İZMIR Türkiye,4084
efeler mah bergama cd no:18 d:9 EFELER EFELER Aydın,1370
Yarhasalar mahallesi Konuk Cd. No:57 / 3 Şehzadeler / Manisa  YARHASANLAR ŞEHZADELER Manisa,7682
ÇAMLIKULE 250 /1 no35 daire 2 çamlıkule mahallesi buca izmir IZMIR/BUCA,3687
Zeybek mahallesi zeybek 5 caddesi Gold Towers sitesi Efeler/AYDIN Kat 6 daire:11 E Blok,1351
"Armutalan Mahallesi 285.sokak no 6 daire 3
 Marmaris Armutalan Mah/Marmaris/Muğla",9359
Obakent sitesi 415 sokak no 5 ŞEHİT MEHMET ÇEŞME İzmir,2731
"Yeni Sanayi Sitesi C/1 blok 513. Sk No:7L Kaykallar Otogaz Kaykallar Otogaz
 Nazilli / Aydın",1770
Vali Rahmi Bey mahallesi 127. Sokak no:25 daire :2 kat :1 Buca İzmir VALİ RAHMİBEY BUCA İzmir BUCA İzmir TR ,3922
İstasyon Mh. Doktor Sadık Ahmet Cd. Bina No: 8 Kat No : 4 Daire No: 8 Yataş Bayi ile Arçelik B ayii arasından 150- 200 metre batıya sol  köşe deki bina Kardem Apartmanı İsta,3413
Karabağ mahallesi yakaarası caddesi FSG evleri T blok no 2 kat bir,9607
Alaçati mahallesi 16016 sokak no:8,2813
kuslubahce mahallesi okul caddesi no 29 kat 4,7866
Turgutlu selvilitepe Tuba sokak no:30  kat 1 Selvilitepe mah - Turgutlu,6557
Foça Sigorta Cumhuriyet mah. 166 sk. No:3/C,18
sehit adnan özdemir caddesi no5 daire12 no5 daire12,266
salihleraltı cad. 812.sk no:2 sahil siteleri önder sitesi dikili izmir SALİHLER DİKİLİ İzmir,8667
GÜLYAKA MAHALLESİ gülyaka mah. 3031 sk.no 18 daire 2-3-4-5  kale apart. karabağlar / izmir    KARABAĞLAR İZMIR Türkiye,4402
 Uğur Mumcu Mah. Uğur Mumcu Mahallesi 1301 Sk No10 kat:3 D21,7552
1139 Sok.no:2/5 Konak İzmir Yenidogan Mah.,5127
Mavişehir Mh. SELCUK 5 GIRIS 5 KAT 18 DAIRE 72 KARŞIYAKA İZMİR,6245
GERZELE MH. MENEKSE CADDESI NO:22 KAT:2 MERKEZEFENDI/DENIZLI,400
"Gerzele, 511 sokak no:1 kardelen apartman kat 2 daire 5  Merkezefendi/Denizli",517
"Adatepe, Doğuş Cd. No: 195, 35390 Buca/İzmir kyk izmir kiz öğrenci yurdu ",4034
Arıkbaşı mah. 644 SK no. 10 kat1 daire2 huzur apartmanı Ablok ortaca muğla ARIKBAŞI ORTACA Muğla,9274
Özinci Tekstil - FABETEKS tekstil 2242sok.no:60 (Birsöz Gida karsisi),1033
Meşelikuyu cad no:44 villa:24 grupkent sitesi GÜZELÇAMLI KUŞADASI Aydın,308
KUMBAHÇE MAHALLESİ Muğla. Bodrum. kumbahçe mahallesi. Atatü rk caddesi. Gazı Abdullah Alp sokak.Zamb ak sitesi  i-1.kat 1   BODRUM MUĞLA Türkiye,9722
hürriyet mahallesi 405 sok no 26 kat 1 daire 2,8350
13004 sokak numara 11 ÇEŞME İzmir TR ,2765
ATATÜRK MAH fatih caddesi 344 sokak kapan apartmanı no:11 daire:8 İZMİR/ALİAĞA,8209
Fatih mahallesi sardunya sokak no:4c daire:17 FATİH MAH,8580
Şemikler mahallesi 3131 sk 22d 22 Deda la vida sitesi,1097
865/1 SOK NO10 KAT2 ATATÜRKMAH.BORNOVA/İZMİR NO.: 10 DAIRE: 2 BORNOVA İzmir TR ,5748
toparlar mahallesi konyalı caddesi no 17 kat 1 sırköy mandıra karşısı,9533
"85/11. Sk 18, Camikebir Mh. Royal teos personel lojmanlari",2377
Bozyaka 5714/6 no:33 kat:4,4411
Menderes caddesi Valirahmi bey mahallesi no 21 A Künefezade Buca İzmir,4549
İ.Tarık Sarı caddesi no:12/3 YALI GÜZELBAHÇE İzmir,3752
Turgutreis Mah. 4043 Sok. No:1/3,9555
1093sok Yenimahalle Örnekköy Kemalpaşa,4918
Rasulzade bulvarı.şehri muazzam konakları.18 B blok kat 5 daire 15,2161
Yeşilbağlar Mh. .#278skk Bina No:6 Kat:2 Daire No:2 Buca/İzmir,3668
"112/4 Sokak No:14 Kat:1 Daire:2 Evka3 Evka3 Bornova 35150
İzmir / Türkiye",6158
